P(y* = 0),p,y
0.953928393,0.04607160679,0
0.99991244,0.00008756005,0
0.993970894,0.00602910562,0
0.990455794,0.00954420586,0
0.999088269,0.00091173094,0
0.999600579,0.00039942079,0
0.998886874,0.00111312552,0
0.999738236,0.00026176424,0
0.999992072,0.00000792797,0
0.999995726,0.00000427421,0
0.99854673,0.00145326990,0
0.992751373,0.00724862732,0
0.998069457,0.00193054261,0
0.999350071,0.00064992858,0
0.999989849,0.00001015126,0
0.999717509,0.00028249116,0
0.134017123,0.86598287672,1
0.993548137,0.00645186346,0
0.989956107,0.01004389257,0
0.890039796,0.10996020361,0
0.942533227,0.05746677292,0
0.999896707,0.00010329306,0
0.997319725,0.00268027461,0
0.99467715,0.00532284966,0
0.998468546,0.00153145367,0
0.951672656,0.04832734404,0
0.99990015,0.00009984990,0
0.999854838,0.00014516243,0
0.999981575,0.00001842472,0
0.999992572,0.00000742806,0
0.998753517,0.00124648263,0
0.952872544,0.04712745620,0
0.952894051,0.04710594856,0
0.855503211,0.14449678925,0
0.999727928,0.00027207181,0
0.999131997,0.00086800336,0
0.999839914,0.00016008568,0
0.999973384,0.00002661627,0
0.999983818,0.00001618174,0
0.999861163,0.00013883707,0
0.999995415,0.00000458473,0
0.99412672,0.00587328027,0
0.980391362,0.01960863836,0
0.999980395,0.00001960542,0
0.963033958,0.03696604175,0
0.997348223,0.00265177740,0
0.999979703,0.00002029710,0
0.916087026,0.08391297421,0
0.999954067,0.00004593279,0
0.980355318,0.01964468197,0
0.999711626,0.00028837351,0
0.997469763,0.00253023654,0
0.999782874,0.00021712607,0
0.999910785,0.00008921539,0
0.999960502,0.00003949796,0
0.97822782,0.02177218010,0
0.999368965,0.00063103507,0
0.940778651,0.05922134895,0
0.999938232,0.00006176764,0
0.999948449,0.00005155142,0
0.978565043,0.02143495688,0
0.997891131,0.00210886905,0
0.996365959,0.00363404106,0
0.952464585,0.04753541479,0
0.999777438,0.00022256185,0
0.999612282,0.00038771764,0
0.999462647,0.00053735305,0
0.98976262,0.01023737974,0
0.997228555,0.00277144469,0
0.978365489,0.02163451140,0
0.996427624,0.00357237621,0
0.904881015,0.09511898503,0
0.990596718,0.00940328244,0
0.998164755,0.00183524518,0
0.999962018,0.00003798220,0
0.999941727,0.00005827298,0
0.98921008,0.01078991986,0
0.999896253,0.00010374659,0
0.999032309,0.00096769110,0
0.998844821,0.00115517911,0
0.989550959,0.01044904103,0
0.99925784,0.00074215990,0
0.979750552,0.02024944832,0
0.814861597,0.18513840275,0
0.994126774,0.00587322566,0
0.997238907,0.00276109301,0
0.999996534,0.00000346596,0
0.997368252,0.00263174768,0
0.714091179,0.28590882057,0
0.999951449,0.00004855082,0
0.999263585,0.00073641458,0
0.998440534,0.00155946630,0
0.98085972,0.01914028024,0
0.9998825,0.00011749964,0
0.999593441,0.00040655908,0
0.974948964,0.02505103642,0
0.970962251,0.02903774879,0
0.995868724,0.00413127601,0
0.997708385,0.00229161519,0
0.992383723,0.00761627682,0
0.656914619,0.34308538117,0
0.999923769,0.00007623069,0
0.999991827,0.00000817281,0
0.999859066,0.00014093369,0
0.957238994,0.04276100552,0
0.99996395,0.00003604984,0
0.999728259,0.00027174067,0
0.999658089,0.00034191092,0
0.993041711,0.00695828857,0
0.999320626,0.00067937447,0
0.864505994,0.13549400639,0
0.999961666,0.00003833376,0
0.997990354,0.00200964619,0
0.994888202,0.00511179836,0
0.999889723,0.00011027729,0
0.985840062,0.01415993808,0
0.991735061,0.00826493860,0
0.898526358,0.10147364156,0
0.989411777,0.01058822325,0
0.998756739,0.00124326053,0
0.975154476,0.02484552351,0
0.999622077,0.00037792302,0
0.987012923,0.01298707653,0
0.999986988,0.00001301164,0
0.970162951,0.02983704871,0
0.999569543,0.00043045661,0
0.999292497,0.00070750344,0
0.99802914,0.00197086004,0
0.967546772,0.03245322828,0
0.99935413,0.00064586975,0
0.997910505,0.00208949540,0
0.999930523,0.00006947693,0
0.768629675,0.23137032519,0
0.999999928,0.00000007176,0
0.999953999,0.00004600117,0
0.999945071,0.00005492850,0
0.99832844,0.00167156039,0
0.999973183,0.00002681743,0
0.999963097,0.00003690313,0
0.994095479,0.00590452054,0
0.994869421,0.00513057872,0
0.993706145,0.00629385533,0
0.961343898,0.03865610157,0
0.958096187,0.04190381323,0
0.999982833,0.00001716710,0
0.999997717,0.00000228295,0
0.999154557,0.00084544338,0
0.963261309,0.03673869127,0
0.972102429,0.02789757054,0
0.986749797,0.01325020309,0
0.99986498,0.00013501972,0
0.997656775,0.00234322539,0
0.988683271,0.01131672889,0
0.997154364,0.00284563554,0
0.999999591,0.00000040944,0
0.99952305,0.00047694968,0
0.999966829,0.00003317089,0
0.99017612,0.00982387955,0
0.996496857,0.00350314305,0
0.880339687,0.11966031306,0
0.99958237,0.00041762982,0
0.999872107,0.00012789316,0
0.999640262,0.00035973776,0
0.999999281,0.00000071920,0
0.977126499,0.02287350094,0
0.980581823,0.01941817716,0
0.996969182,0.00303081790,0
0.999983025,0.00001697514,0
0.998596876,0.00140312433,0
0.999993509,0.00000649135,0
0.99348122,0.00651878000,0
0.99993738,0.00006262020,0
0.999946482,0.00005351796,0
0.999328754,0.00067124570,0
0.907728866,0.09227113397,0
0.999856859,0.00014314087,0
0.999999071,0.00000092935,0
0.999750299,0.00024970065,0
0.99633696,0.00366304013,0
0.998872424,0.00112757607,0
0.998860576,0.00113942438,0
0.999840039,0.00015996103,0
0.997250704,0.00274929555,0
0.999990824,0.00000917564,0
0.997969359,0.00203064081,0
0.999932701,0.00006729905,0
0.940815783,0.05918421725,0
0.999935802,0.00006419831,0
0.999996641,0.00000335913,0
0.999712115,0.00028788547,0
0.999927268,0.00007273232,0
0.988346531,0.01165346884,0
0.99999498,0.00000502046,0
0.138975553,0.86102444690,1
0.979553542,0.02044645847,0
0.998154657,0.00184534344,0
0.99993617,0.00006383002,0
0.98201931,0.01798069009,0
0.999945681,0.00005431855,0
0.984524833,0.01547516686,0
0.958231628,0.04176837214,0
0.998780401,0.00121959870,0
0.971632889,0.02836711131,0
0.999651537,0.00034846345,0
0.99793582,0.00206418015,0
0.999997289,0.00000271093,0
0.971291818,0.02870818198,0
0.667552105,0.33244789530,0
0.999975117,0.00002488279,0
0.999633156,0.00036684391,0
0.998557149,0.00144285089,0
0.999430872,0.00056912768,0
0.999991635,0.00000836514,0
0.996019181,0.00398081882,0
0.995735217,0.00426478278,0
0.967891565,0.03210843538,0
0.999620856,0.00037914354,0
0.991385072,0.00861492823,0
0.999892552,0.00010744806,0
0.987203113,0.01279688659,0
0.999604461,0.00039553872,0
0.999911513,0.00008848691,0
0.999918626,0.00008137405,0
0.998466371,0.00153362941,0
0.999474896,0.00052510353,0
0.996116184,0.00388381629,0
0.999992692,0.00000730775,0
0.998580644,0.00141935575,0
0.99857923,0.00142077027,0
0.997236244,0.00276375648,0
0.999935868,0.00006413180,0
0.99975273,0.00024727035,0
0.998772672,0.00122732828,0
0.999814728,0.00018527222,0
0.999994632,0.00000536808,0
0.999095235,0.00090476485,0
0.999882866,0.00011713438,0
0.907208193,0.09279180692,0
0.999991642,0.00000835772,0
0.999976547,0.00002345342,0
0.999862333,0.00013766674,0
0.941774891,0.05822510874,0
0.99413959,0.00586041040,0
0.72350426,0.27649574016,0
0.924766848,0.07523315249,0
0.99994929,0.00005070967,0
0.999981811,0.00001818900,0
0.997301424,0.00269857579,0
0.879476981,0.12052301918,0
0.999672007,0.00032799253,0
0.999999431,0.00000056868,0
0.999816003,0.00018399669,0
0.969804824,0.03019517632,0
0.999214777,0.00078522321,0
0.99997081,0.00002919034,0
0.999456891,0.00054310869,0
0.999834847,0.00016515261,0
0.999491904,0.00050809636,0
0.999999455,0.00000054520,0
0.997871686,0.00212831437,0
0.999989858,0.00001014173,0
0.999923713,0.00007628725,0
0.995291156,0.00470884444,0
0.997763352,0.00223664835,0
0.918096599,0.08190340062,0
0.999882385,0.00011761502,0
0.99963427,0.00036572988,0
0.99992545,0.00007454983,0
0.999522361,0.00047763923,0
0.999615181,0.00038481933,0
0.999952639,0.00004736081,0
0.992355418,0.00764458151,0
0.92597947,0.07402053041,0
0.999704412,0.00029558827,0
0.999148397,0.00085160349,0
0.99959192,0.00040807996,0
0.990761302,0.00923869811,0
0.999963083,0.00003691660,0
0.987347219,0.01265278139,0
0.99644138,0.00355862024,0
0.999967808,0.00003219234,0
0.99992409,0.00007590965,0
0.99996898,0.00003102006,0
0.999432684,0.00056731630,0
0.991683282,0.00831671783,0
0.999751071,0.00024892859,0
0.999343711,0.00065628887,0
0.999247694,0.00075230635,0
0.991998143,0.00800185739,0
0.999980738,0.00001926178,0
0.99996848,0.00003152041,0
0.998873436,0.00112656402,0
0.998823808,0.00117619220,0
0.964924926,0.03507507375,0
0.999309451,0.00069054940,0
0.99544037,0.00455962952,0
0.871228659,0.12877134052,0
0.999984188,0.00001581217,0
0.994367838,0.00563216180,0
0.999938998,0.00006100158,0
0.971520077,0.02847992338,0
0.999849089,0.00015091132,0
0.226245557,0.77375444340,1
0.999881588,0.00011841189,0
0.999773481,0.00022651893,0
0.788580123,0.21141987665,0
0.994394507,0.00560549268,0
0.787623784,0.21237621623,0
0.999937861,0.00006213936,0
0.981122214,0.01887778592,0
0.998623615,0.00137638545,0
0.999943772,0.00005622780,0
0.998800762,0.00119923820,0
0.999943607,0.00005639307,0
0.99615687,0.00384312997,0
0.99999411,0.00000588970,0
0.82838175,0.17161825046,0
0.999546321,0.00045367898,0
0.998983537,0.00101646282,0
0.996386242,0.00361375762,0
0.999929719,0.00007028066,0
0.999028431,0.00097156895,0
0.964079831,0.03592016889,0
0.999334561,0.00066543905,0
0.999279212,0.00072078818,0
0.990075444,0.00992455608,0
0.996632208,0.00336779152,0
0.996514805,0.00348519457,0
0.99998739,0.00001261008,0
0.999538809,0.00046119093,0
0.997481658,0.00251834156,0
0.99138924,0.00861076028,0
0.994782243,0.00521775737,0
0.997853597,0.00214640270,0
0.922755912,0.07724408796,0
0.992691494,0.00730850639,0
0.999585198,0.00041480199,0
0.976325286,0.02367471360,0
0.999912663,0.00008733677,0
0.962496361,0.03750363934,0
0.999889475,0.00011052485,0
0.986673088,0.01332691222,0
0.999046336,0.00095366410,0
0.99985189,0.00014810977,0
0.993908667,0.00609133275,0
0.999724551,0.00027544935,0
0.993329683,0.00667031698,0
0.995430136,0.00456986360,0
0.999796425,0.00020357530,0
0.999664218,0.00033578184,0
0.998901452,0.00109854787,0
0.998613423,0.00138657688,0
0.999818104,0.00018189630,0
0.973089579,0.02691042066,0
0.99844312,0.00155688011,0
0.966053521,0.03394647894,0
0.999991105,0.00000889523,0
0.996268685,0.00373131501,0
0.997228785,0.00277121455,0
0.999995292,0.00000470839,0
0.992809213,0.00719078688,0
0.998628692,0.00137130771,0
0.99882253,0.00117746975,0
0.840143618,0.15985638183,0
0.999922007,0.00007799330,0
0.97268438,0.02731561995,0
0.99996374,0.00003626006,0
0.999954718,0.00004528185,0
0.987801112,0.01219888801,0
0.999916871,0.00008312866,0
0.999829361,0.00017063856,0
0.995685752,0.00431424756,0
0.99997991,0.00002009030,0
0.967999701,0.03200029906,0
0.997640231,0.00235976892,0
0.998944044,0.00105595596,0
0.990345478,0.00965452206,0
0.998906404,0.00109359642,0
0.999907125,0.00009287544,0
0.99533335,0.00466665025,0
0.994813644,0.00518635583,0
0.999693922,0.00030607819,0
0.994393082,0.00560691803,0
0.985260751,0.01473924940,0
0.994227782,0.00577221779,0
0.920568055,0.07943194516,0
0.999806077,0.00019392343,0
0.999968123,0.00003187693,0
0.986771558,0.01322844162,0
0.999927277,0.00007272303,0
0.942112297,0.05788770323,0
0.982692506,0.01730749389,0
0.397470601,0.60252939852,1
0.999818952,0.00018104780,0
0.999997263,0.00000273688,0
0.999436382,0.00056361811,0
0.999970429,0.00002957114,0
0.998051699,0.00194830111,0
0.999870236,0.00012976441,0
0.975757104,0.02424289573,0
0.987318978,0.01268102213,0
0.968316132,0.03168386763,0
0.999012067,0.00098793267,0
0.992978069,0.00702193063,0
0.998809507,0.00119049282,0
0.999918734,0.00008126565,0
0.999909824,0.00009017607,0
0.999875327,0.00012467349,0
0.794164729,0.20583527131,0
0.997657587,0.00234241266,0
0.999817992,0.00018200835,0
0.590217379,0.40978262069,0
0.999995423,0.00000457674,0
0.999990273,0.00000972663,0
0.999139106,0.00086089353,0
0.99936626,0.00063374045,0
0.997103163,0.00289683664,0
0.99820198,0.00179802038,0
0.999757551,0.00024244924,0
0.935927002,0.06407299790,0
0.995735771,0.00426422909,0
0.999927283,0.00007271659,0
0.999424013,0.00057598719,0
0.999709706,0.00029029428,0
0.997913009,0.00208699095,0
0.961490494,0.03850950555,0
0.999967767,0.00003223308,0
0.999604074,0.00039592599,0
0.997157993,0.00284200652,0
0.999536835,0.00046316524,0
0.999630895,0.00036910475,0
0.997701893,0.00229810749,0
0.99995383,0.00004617026,0
0.984626273,0.01537372711,0
0.999958099,0.00004190128,0
0.999710386,0.00028961400,0
0.999370792,0.00062920772,0
0.999652802,0.00034719811,0
0.999762515,0.00023748519,0
0.970682628,0.02931737241,0
0.999348388,0.00065161227,0
0.997714396,0.00228560378,0
0.99985066,0.00014934039,0
0.99571834,0.00428165968,0
0.994831477,0.00516852268,0
0.999729564,0.00027043600,0
0.99998695,0.00001305032,0
0.940282591,0.05971740855,0
0.999943119,0.00005688071,0
0.999830591,0.00016940873,0
0.999973469,0.00002653090,0
0.983419153,0.01658084712,0
0.981081711,0.01891828855,0
0.99979003,0.00020996957,0
0.99802358,0.00197641985,0
0.604431649,0.39556835133,0
0.999978979,0.00002102100,0
0.999885972,0.00011402777,0
0.999999729,0.00000027133,0
0.999982798,0.00001720156,0
0.743667354,0.25633264582,0
0.99355478,0.00644522047,0
0.999976548,0.00002345208,0
0.994491361,0.00550863858,0
0.999567872,0.00043212793,0
0.998978559,0.00102144092,0
0.999837619,0.00016238056,0
0.999961035,0.00003896523,0
0.999982586,0.00001741443,0
0.943499537,0.05650046292,0
0.999997333,0.00000266664,0
0.942395783,0.05760421749,0
0.999965262,0.00003473785,0
0.999579094,0.00042090594,0
0.991658473,0.00834152711,0
0.999943807,0.00005619261,0
0.999961807,0.00003819342,0
0.813518239,0.18648176147,0
0.997249328,0.00275067212,0
0.978120008,0.02187999198,0
0.992048101,0.00795189924,0
0.9999856,0.00001439988,0
0.99998932,0.00001068013,0
0.999992,0.00000800040,0
0.999401213,0.00059878728,0
0.999444247,0.00055575340,0
0.999952554,0.00004744589,0
0.990417772,0.00958222809,0
0.991153091,0.00884690930,0
0.999975027,0.00002497344,0
0.993999172,0.00600082846,0
0.980846694,0.01915330646,0
0.985286497,0.01471350271,0
0.999799565,0.00020043524,0
0.999968625,0.00003137478,0
0.99647848,0.00352151986,0
0.999385951,0.00061404901,0
0.999924429,0.00007557124,0
0.999195935,0.00080406518,0
0.997138055,0.00286194540,0
0.995626933,0.00437306691,0
0.999830349,0.00016965072,0
0.998314997,0.00168500262,0
0.992927406,0.00707259412,0
0.999595148,0.00040485248,0
0.999992991,0.00000700866,0
0.999385545,0.00061445513,0
0.99967998,0.00032001999,0
0.999640951,0.00035904894,0
0.928263198,0.07173680191,0
0.986709068,0.01329093175,0
0.997399867,0.00260013257,0
0.999870612,0.00012938757,0
0.990465458,0.00953454203,0
0.995791924,0.00420807637,0
0.986984848,0.01301515171,0
0.994955337,0.00504466314,0
0.977152501,0.02284749929,0
0.978374775,0.02162522509,0
0.160915364,0.83908463630,1
0.998691343,0.00130865722,0
0.99788083,0.00211916999,0
0.999950788,0.00004921207,0
0.975219094,0.02478090635,0
0.999662287,0.00033771276,0
0.999887682,0.00011231802,0
0.998035733,0.00196426687,0
0.999821377,0.00017862274,0
0.999368961,0.00063103919,0
0.99930692,0.00069307986,0
0.992631171,0.00736882907,0
0.999942552,0.00005744845,0
0.99997792,0.00002207972,0
0.999977118,0.00002288164,0
0.999955612,0.00004438832,0
0.99999063,0.00000936954,0
0.326709436,0.67329056443,1
0.994615575,0.00538442494,0
0.920275531,0.07972446892,0
0.994436965,0.00556303495,0
0.999922414,0.00007758624,0
0.99996291,0.00003709046,0
0.999572021,0.00042797874,0
0.975564678,0.02443532238,0
0.999925943,0.00007405724,0
0.9979871,0.00201289999,0
0.826309665,0.17369033495,0
0.999986533,0.00001346734,0
0.991234089,0.00876591085,0
0.998854621,0.00114537893,0
0.99988045,0.00011954967,0
0.998896158,0.00110384213,0
0.994180241,0.00581975931,0
0.999938761,0.00006123892,0
0.999819171,0.00018082859,0
0.996573838,0.00342616220,0
0.981780359,0.01821964105,0
0.471185371,0.52881462872,1
0.996124513,0.00387548702,0
0.999954504,0.00004549628,0
0.94435211,0.05564788959,0
0.99149357,0.00850642975,0
0.999521378,0.00047862224,0
0.997204745,0.00279525545,0
0.998797297,0.00120270315,0
0.999160521,0.00083947949,0
0.995841099,0.00415890149,0
0.999932034,0.00006796573,0
0.999738965,0.00026103460,0
0.999812176,0.00018782402,0
0.991772687,0.00822731286,0
0.999987904,0.00001209570,0
0.997736896,0.00226310424,0
0.999999238,0.00000076226,0
0.999996066,0.00000393384,0
0.999432272,0.00056772803,0
0.99603514,0.00396486030,0
0.999960936,0.00003906426,0
0.355118357,0.64488164315,1
0.99970762,0.00029237981,0
0.999964191,0.00003580874,0
0.994462571,0.00553742900,0
0.996686811,0.00331318858,0
0.999977293,0.00002270708,0
0.99945047,0.00054953045,0
0.999535012,0.00046498817,0
0.981059086,0.01894091385,0
0.99996128,0.00003871992,0
0.999615083,0.00038491702,0
0.999995334,0.00000466569,0
0.999898164,0.00010183590,0
0.998569128,0.00143087191,0
0.999961942,0.00003805797,0
0.991379824,0.00862017553,0
0.999670596,0.00032940393,0
0.994832735,0.00516726529,0
0.997367757,0.00263224253,0
0.999375675,0.00062432504,0
0.997825646,0.00217435432,0
0.999987515,0.00001248512,0
0.991176399,0.00882360144,0
0.998140849,0.00185915089,0
0.999086717,0.00091328262,0
0.999934984,0.00006501623,0
0.872459793,0.12754020708,0
0.999876697,0.00012330279,0
0.99955273,0.00044727042,0
0.993321406,0.00667859421,0
0.999623615,0.00037638535,0
0.996658311,0.00334168940,0
0.999940129,0.00005987050,0
0.999086447,0.00091355330,0
0.999983001,0.00001699871,0
0.992235145,0.00776485503,0
0.99669179,0.00330821004,0
0.998150583,0.00184941662,0
0.973580045,0.02641995459,0
0.999097415,0.00090258524,0
0.999331592,0.00066840752,0
0.99624317,0.00375683032,0
0.999811151,0.00018884917,0
0.999778429,0.00022157066,0
0.998996138,0.00100386170,0
0.999914037,0.00008596324,0
0.999706361,0.00029363931,0
0.995852632,0.00414736783,0
0.96202293,0.03797706984,0
0.951824867,0.04817513314,0
0.920196922,0.07980307829,0
0.995196131,0.00480386851,0
0.998511627,0.00148837254,0
0.997986704,0.00201329570,0
0.902587228,0.09741277210,0
0.999120818,0.00087918158,0
0.998465306,0.00153469392,0
0.998882136,0.00111786403,0
0.99761685,0.00238314975,0
0.999542926,0.00045707406,0
0.997516774,0.00248322625,0
0.977148417,0.02285158253,0
0.999392621,0.00060737874,0
0.90412242,0.09587758019,0
0.996322747,0.00367725347,0
0.994059399,0.00594060089,0
0.994588197,0.00541180262,0
0.852888844,0.14711115603,0
0.852187773,0.14781222712,0
0.812011474,0.18798852583,0
0.999897535,0.00010246538,0
0.999651588,0.00034841153,0
0.999931852,0.00006814848,0
0.66193508,0.33806492038,0
0.998395193,0.00160480745,0
0.998937501,0.00106249921,0
0.973783721,0.02621627852,0
0.999999845,0.00000015496,0
0.99752531,0.00247469009,0
0.999859871,0.00014012885,0
0.98983975,0.01016025038,0
0.999963424,0.00003657617,0
0.983921695,0.01607830455,0
0.999982505,0.00001749503,0
0.999988649,0.00001135127,0
0.833104688,0.16689531180,0
0.948303177,0.05169682266,0
0.999974241,0.00002575857,0
0.999566776,0.00043322381,0
0.997441335,0.00255866451,0
0.956468902,0.04353109800,0
0.995895136,0.00410486440,0
0.90668197,0.09331803046,0
0.99816203,0.00183796985,0
0.999905612,0.00009438823,0
0.770488547,0.22951145297,0
0.999745742,0.00025425849,0
0.998457746,0.00154225424,0
0.982479568,0.01752043178,0
0.994842505,0.00515749516,0
0.999991831,0.00000816913,0
0.998700582,0.00129941762,0
0.997312956,0.00268704400,0
0.999983971,0.00001602875,0
0.990248713,0.00975128724,0
0.961718662,0.03828133846,0
0.99992197,0.00007802975,0
0.99995559,0.00004440977,0
0.489404189,0.51059581100,1
0.999537306,0.00046269385,0
0.999365122,0.00063487774,0
0.997154153,0.00284584730,0
0.999941794,0.00005820608,0
0.999305466,0.00069453432,0
0.999957721,0.00004227932,0
0.999441733,0.00055826740,0
0.821424782,0.17857521764,0
0.999727052,0.00027294821,0
0.999985811,0.00001418873,0
0.99978457,0.00021542965,0
0.991358274,0.00864172583,0
0.993111504,0.00688849636,0
0.999995869,0.00000413062,0
0.386518893,0.61348110720,1
0.928836676,0.07116332358,0
0.994960747,0.00503925314,0
0.998284553,0.00171544670,0
0.94420574,0.05579426019,0
0.997654647,0.00234535346,0
0.994325764,0.00567423551,0
0.999794876,0.00020512388,0
0.992249618,0.00775038151,0
0.999956458,0.00004354189,0
0.983199105,0.01680089486,0
0.998545789,0.00145421106,0
0.999206123,0.00079387670,0
0.999612342,0.00038765838,0
0.999620388,0.00037961183,0
0.999571972,0.00042802773,0
0.999923764,0.00007623552,0
0.972918452,0.02708154762,0
0.999982668,0.00001733240,0
0.999633649,0.00036635114,0
0.999906876,0.00009312365,0
0.999917337,0.00008266286,0
0.99964066,0.00035933997,0
0.999983116,0.00001688411,0
0.9999937,0.00000629957,0
0.980204534,0.01979546635,0
0.996997449,0.00300255069,0
0.997897675,0.00210232485,0
0.998961508,0.00103849227,0
0.984017005,0.01598299518,0
0.918847011,0.08115298940,0
0.99917599,0.00082400995,0
0.999755222,0.00024477768,0
0.883678041,0.11632195913,0
0.988864093,0.01113590670,0
0.99958454,0.00041545986,0
0.998857694,0.00114230590,0
0.999912599,0.00008740135,0
0.99631106,0.00368894026,0
0.999975114,0.00002488607,0
0.999914261,0.00008573885,0
0.445559669,0.55444033138,1
0.997564496,0.00243550425,0
0.977975409,0.02202459115,0
0.999857896,0.00014210408,0
0.999608261,0.00039173881,0
0.986108946,0.01389105359,0
0.999964553,0.00003544704,0
0.999267445,0.00073255547,0
0.991070405,0.00892959511,0
0.999986717,0.00001328305,0
0.828048666,0.17195133351,0
0.999865609,0.00013439137,0
0.954369614,0.04563038624,0
0.92848783,0.07151217024,0
0.986645845,0.01335415471,0
0.998562658,0.00143734245,0
0.99959854,0.00040146027,0
0.996530985,0.00346901495,0
0.987561411,0.01243858926,0
0.99886516,0.00113484043,0
0.961659722,0.03834027807,0
0.988188711,0.01181128888,0
0.999740842,0.00025915840,0
0.496592093,0.50340790652,1
0.997800472,0.00219952820,0
0.989795951,0.01020404899,0
0.999992291,0.00000770871,0
0.980293114,0.01970688595,0
0.999997696,0.00000230442,0
0.999944275,0.00005572493,0
0.999926037,0.00007396271,0
0.999981095,0.00001890460,0
0.999978865,0.00002113529,0
0.999987415,0.00001258517,0
0.999628519,0.00037148051,0
0.996498218,0.00350178202,0
0.997215335,0.00278466499,0
0.999974988,0.00002501230,0
0.927843355,0.07215664487,0
0.9985258,0.00147419997,0
0.951480289,0.04851971110,0
0.999892676,0.00010732406,0
0.999934339,0.00006566108,0
0.999444715,0.00055528468,0
0.998690426,0.00130957388,0
0.999102911,0.00089708943,0
0.999482025,0.00051797530,0
0.996774412,0.00322558809,0
0.996724847,0.00327515259,0
0.994696513,0.00530348739,0
0.991730551,0.00826944893,0
0.999969137,0.00003086324,0
0.999876267,0.00012373348,0
0.999944303,0.00005569654,0
